NAME_LOC,NAME_EN,TYPE,TYPECODE,SUBTYPE,LEVEL,LEVELCODE,POSTCODE,ADDRESS_LOC,ADDRESS_EN,CITY_LOC,CITY_EN,FOCAL_PERSON_LOC,FOCAL_PERSON_EN,TELEPHONE,EMAIL,WEBSITE,SOURCE_EN,SOURCE_LOC,LATITUDE,LONGITUDE,ISO3,COUNTRY,NATIONAL_SOCIETY,GOLOCALUNITID,NSLOCALUNITID,DATEOFUPDATE,VALIDATED,PUBLICVIEW
Locatie Alblasserwaard,Location Alblasserwaard,Administrative,1,Branch Office,Ward,3,3356 LX,Buitendijks 2,Buitendijks 2,PAPENDRECHT,PAPENDRECHT,,,(31) (70) 4455727,info.alblasserwaard@rodekruis.nl,https://www.rodekruis.nl/zuid-holland-zuid/over-ons/alblasserwaard/,The Netherlands Red Cross,The Netherlands Red Cross,51.8284543,4.729691,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Almelo,Location Almelo,Administrative,1,Branch Office,Ward,3,7607 NJ,Hofkampstraat 102,Hofkampstraat 102,ALMELO,ALMELO,,,(31) (70) 4455728,almelo@rodekruis.nl,http://www.rodekruis.nl/almelo,The Netherlands Red Cross,The Netherlands Red Cross,52.3532884,6.6735415,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Almere,Location Almere,Administrative,1,Branch Office,Ward,3,1315 BC,Wagenmakerbaan 47,Wagenmakerbaan 47,ALMERE,ALMERE,,,(31) (70) 4455729,ssc.flevoland@rodekruis.nl,http://www.rodekruisalmere.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.3694673,5.2145011,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Alphen aan den Rijn,Location Alphen aan den Rijn,Administrative,1,Branch Office,Ward,3,2404 EV,Dillenburg 2,Dillenburg 2,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,,,(31) (70) 4455730,hulpverlening.alphenadrijn@rodekruis.nl,http://www.rodekruis.nl/alphenaandenrijn,The Netherlands Red Cross,The Netherlands Red Cross,52.1333675,4.6529252,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Apeldoorn,Location Apeldoorn,Administrative,1,Branch Office,Ward,3,7314 LD,Schuttersweg 41,Schuttersweg 41,APELDOORN,APELDOORN,,,(31) (70) 4455731,secretariaat.apeldoorn@rodekruis.nl,http://www.rodekruis.nl/apeldoorn,The Netherlands Red Cross,The Netherlands Red Cross,52.2138568,5.9434509,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Arnhem,Location Arnhem,Administrative,1,Branch Office,Ward,3,6815 CD,Cattepoelseweg 263,Cattepoelseweg 263,ARNHEM,ARNHEM,,,(31) (70) 4455732,arnhem@redcross.nl,http://www.rodekruis.nl/arnhem,The Netherlands Red Cross,The Netherlands Red Cross,52.0036832,5.9097733,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Assen-Vries,Location Assen-Vries,Administrative,1,Branch Office,Ward,3,9405 CD,Zendmastweg 15,Zendmastweg 15,ASSEN,ASSEN,,,(31) (70) 4455733,evenementenhulp.assenvries@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.9953638,6.532671,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Barneveld,Location Barneveld,Administrative,1,Branch Office,Ward,3,3771 LA,Nijkerkerweg 119,Nijkerkerweg 119,BARNEVELD,BARNEVELD,,,(31) (70) 4455734,barneveldserodekruis@gmail.com,http://www.rodekruis.nl/afdeling/barneveld,The Netherlands Red Cross,The Netherlands Red Cross,52.1505605,5.5667645,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Bergen op Zoom e.o.,Location Bergen op Zoom e.o.,Administrative,1,Branch Office,Ward,3,4611 PC,Koevoetstraat 52,Koevoetstraat 52,BERGEN OP ZOOM,BERGEN OP ZOOM,,,(31) (70) 4455735,evenementenhulp.districtmwb@rodekruis.nl,https://afdeling.rodekruis.nl/midden-en-west-brabant/,The Netherlands Red Cross,The Netherlands Red Cross,51.4938356,4.2895245,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Berkelland,Location Berkelland,Administrative,1,Branch Office,Ward,3,7271 BT,Haarloseweg 2,Haarloseweg 2,BORCULO,BORCULO,,,(31) (70) 4455736,info.berkelland@rodekruis.nl,http://rodekruis.nl/berkelland,The Netherlands Red Cross,The Netherlands Red Cross,52.1117226,6.5222163,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Bodegraven e.o.,Location Bodegraven e.o.,Administrative,1,Branch Office,Ward,3,2411 XK,Koninginneweg 3,Koninginneweg 3,BODEGRAVEN,BODEGRAVEN,,,(31) (70) 4455737,info@rodekruisbodegraven.nl,http://www.rodekruisbodegraven.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.0870989,4.7562827,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Brummen-Eerbeek-Hall-Loenen,Location Brummen-Eerbeek-Hall-Loenen,Administrative,1,Branch Office,Ward,3,6961 AB,Handelstraat 45,Handelstraat 45,EERBEEK,EERBEEK,,,(31) (70) 4455738,secretaris.behl@rodekruis.nl,https://www.rodekruis.nl/brummen-eerbeek-hall-loenen/,The Netherlands Red Cross,The Netherlands Red Cross,52.1103778,6.0554156,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Centraal Groningen,Location Centraal Groningen,Administrative,1,Branch Office,Ward,3,9743 AK,Atoomweg 2,Atoomweg 2,GRONINGEN,GRONINGEN,,,(31) (70) 4455739,info.centraalgroningen@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,53.2137108,6.5393727,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie De Baronie,Location De Baronie,Administrative,1,Branch Office,Ward,3,4815 HV,Spinveld 47,Spinveld 47,BREDA,BREDA,,,(31) (70) 4455740,secretariaat.districtmwb@rodekruis.nl,https://www.rodekruis.nl/midden-en-west-brabant/,The Netherlands Red Cross,The Netherlands Red Cross,51.5984174,4.7528858,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie De Graafschap,Location De Graafschap,Administrative,1,Branch Office,Ward,3,7203 EL,Van Drinenstraat 4,Van Drinenstraat 4,ZUTPHEN,ZUTPHEN,,,(31) (70) 4455741,evenementenhulp.degraafschap@rodekruis.nl,http://www.rodekruis.nl/afdeling/de-graafschap,The Netherlands Red Cross,The Netherlands Red Cross,52.1500629,6.2165193,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie De Liemers,Location De Liemers,Administrative,1,Branch Office,Ward,3,6901 DK,Vincent van Goghstraat 4,Vincent van Goghstraat 4,ZEVENAAR,ZEVENAAR,,,(31) (70) 4455742,cgerritsen@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9304632,6.0683146,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Delft Midden-Delfland,Location Delft Midden-Delfland,Administrative,1,Branch Office,Ward,3,2624 AV,Vulcanusweg 263,Vulcanusweg 263,DELFT,DELFT,,,(31) (70) 4455743,info.delft@rodekruis.nl,http://www.rodekruis.nl/delft-midden-delfland,The Netherlands Red Cross,The Netherlands Red Cross,51.996536,4.360647,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Den Haag-Rijswijk-Wassenaar,Location Den Haag-Rijswijk-Wassenaar,Administrative,1,Branch Office,Ward,3,2544 ER,Zilverstraat 2,Zilverstraat 2,'S-GRAVENHAGE,'S-GRAVENHAGE,,,(31) (70) 4455744,info.denhaag@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.0497759,4.2578303,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Deventer,Location Deventer,Administrative,1,Branch Office,Ward,3,7411 GZ,Waltorenpad 3,Waltorenpad 3,DEVENTER,DEVENTER,,,(31) (70) 4455745,secretariaat.deventer@rodekruis.nl,http://www.rodekruis.nl/deventer,The Netherlands Red Cross,The Netherlands Red Cross,52.2531221,6.1642809,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Dinkelland-Oldenzaal-Tubbergen,Location Dinkelland-Oldenzaal-Tubbergen,Administrative,1,Branch Office,Ward,3,7591 BH,Nordhornsestraat 64,Nordhornsestraat 64,DENEKAMP,DENEKAMP,,,(31) (70) 4455746,evenementenhulpdot@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.3796845,7.0113573,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Doetinchem,Location Doetinchem,Administrative,1,Branch Office,Ward,3,7002 MZ,Bachlaan 7,Bachlaan 7,DOETINCHEM,DOETINCHEM,,,(31) (70) 4455747,secretaris.doetinchem@rodekruis.nl,http://www.rodekruis.nl/doetinchem,The Netherlands Red Cross,The Netherlands Red Cross,51.9668038,6.3016812,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Dokkum,Location Dokkum,Administrative,1,Branch Office,Ward,3,9101 PL,Oostergoweg 4,Oostergoweg 4,DOKKUM,DOKKUM,,,(31) (70) 4455748,helpdeskfriesland@rodekruis.nl,www.rodekruis.nl/fryslan,The Netherlands Red Cross,The Netherlands Red Cross,53.3270056,5.9785093,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Dordrecht,Location Dordrecht,Administrative,1,Branch Office,Ward,3,3319 EK,Dubbelsteynlaan West 43,Dubbelsteynlaan West 43,DORDRECHT,DORDRECHT,,,(31) (70) 4455749,evenementenhulp.zuidhollandzuid@rodekruis.nl,https://www.rodekruis.nl/zuid-holland-zuid/over-ons/dordrecht/,The Netherlands Red Cross,The Netherlands Red Cross,51.7937796,4.6954033,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Drachten,Location Drachten,Administrative,1,Branch Office,Ward,3,9201 CC,Omloop 42,Omloop 42,DRACHTEN,DRACHTEN,,,(31) (70) 4455750,helpdeskfriesland@rodekruis.nl,www.rodekruis.nl/fryslan,The Netherlands Red Cross,The Netherlands Red Cross,53.1096115,6.0841238,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Driestromenland,Location Driestromenland,Administrative,1,Branch Office,Ward,3,6641 MS,Ornament 34,Ornament 34,BEUNINGEN GLD,BEUNINGEN GLD,,,(31) (70) 4455751,evenementenhulp.driestromenland@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.8632221,5.7621313,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Dronten,Location Dronten,Administrative,1,Branch Office,Ward,3,8253 PA,De Gouwe 50,De Gouwe 50,DRONTEN,DRONTEN,,,(31) (70) 4455752,ssc.flevoland@rodekruis.nl,http://www.rodekruis.nl/dronten,The Netherlands Red Cross,The Netherlands Red Cross,52.5396772,5.7012507,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Ede e.o.,Location Ede e.o.,Administrative,1,Branch Office,Ward,3,6711 MK,Klinkenbergerweg 30,Klinkenbergerweg 30,EDE,EDE,,,(31) (70) 4455753,info@rodekruisede.nl,http://www.rodekruis.nl/ede,The Netherlands Red Cross,The Netherlands Red Cross,52.0411455,5.6719435,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Eindhoven e.o.,Location Eindhoven e.o.,Administrative,1,Branch Office,Ward,3,5613 DW,Willem van Konijnenburglaan 6,Willem van Konijnenburglaan 6,EINDHOVEN,EINDHOVEN,,,(31) (70) 4455754,info.brabantzuidoost@rodekruis.nl,http://www.rodekruis.nl/brabantzuidoost,The Netherlands Red Cross,The Netherlands Red Cross,51.438807,5.4952712,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Emmen,Location Emmen,Administrative,1,Branch Office,Ward,3,7821 CE,Nijbracht 140,Nijbracht 140,EMMEN,EMMEN,,,(31) (70) 4455755,bestuur.emmen@rodekruis.nl,http://www.rodekruis.nl/emmen,The Netherlands Red Cross,The Netherlands Red Cross,52.7705586,6.901888,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Enschede,Location Enschede,Administrative,1,Branch Office,Ward,3,7522 CB,Deurningerstraat 209,Deurningerstraat 209,ENSCHEDE,ENSCHEDE,,,(31) (70) 4455756,ehbo.enschede@rodekruis.nl,http://www.rodekruis.nl/enschede,The Netherlands Red Cross,The Netherlands Red Cross,52.2304801,6.8888447,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Franeker-Harlingen,Location Franeker-Harlingen,Administrative,1,Branch Office,Ward,3,8801 PN,Edisonstraat 32,Edisonstraat 32,FRANEKER,FRANEKER,,,(31) (70) 4455757,helpdeskfriesland@rodekruis.nl,www.rodekruis.nl/fryslan,The Netherlands Red Cross,The Netherlands Red Cross,53.1829632,5.5117601,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Gieten-Gasselte,Location Gieten-Gasselte,Administrative,1,Branch Office,Ward,3,9461 LP,Speenkruid 1,Speenkruid 1,GIETEN,GIETEN,,,(31) (70) 4455758,MTenBerge@RodeKruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.9971756,6.7733789,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Goeree-Overflakkee,Location Goeree-Overflakkee,Administrative,1,Branch Office,Ward,3,3245 ME,Marnix Gijsenstraat 7,Marnix Gijsenstraat 7,SOMMELSDIJK,SOMMELSDIJK,,,(31) (70) 4455759,evenementenhulp.go@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.7637203,4.1539073,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Gouda e.o.,Location Gouda e.o.,Administrative,1,Branch Office,Ward,3,2801 PZ,Punt 6,Punt 6,GOUDA,GOUDA,,,(31) (70) 4455760,info@rodekruisgouda.nl,http://www.rodekruisgouda.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.0072497,4.7142978,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Haarlemmermeer,Location Haarlemmermeer,Administrative,1,Branch Office,Ward,3,2132 CK,Nieuweweg 33,Nieuweweg 33,HOOFDDORP,HOOFDDORP,,,(31) (70) 4455761,haarlemmermeer@rodekruis.nl,http://www.rodekruis.nl/haarlemmermeer,The Netherlands Red Cross,The Netherlands Red Cross,52.3052126,4.7000306,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Harderwijk-Ermelo-Putten,Location Harderwijk-Ermelo-Putten,Administrative,1,Branch Office,Ward,3,3842 AZ,Maltezerlaan 3,Maltezerlaan 3,HARDERWIJK,HARDERWIJK,,,(31) (70) 4455762,evenementenhulp.hep@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.3438846,5.6249403,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Hardinxveld-Giessendam,Location Hardinxveld-Giessendam,Administrative,1,Branch Office,Ward,3,3371 AD,Damstraat 26,Damstraat 26,HARDINXVELD-GIESSENDAM,HARDINXVELD-GIESSENDAM,,,(31) (70) 4455763,gvanrossum@rodekruis.nl,https://www.rodekruis.nl/zuid-holland-zuid/over-ons/hardinxveld-giessendam/,The Netherlands Red Cross,The Netherlands Red Cross,51.829691,4.8353787,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Helmond e.o.,Location Helmond e.o.,Administrative,1,Branch Office,Ward,3,5702 KM,Nachtegaallaan 215,Nachtegaallaan 215,HELMOND,HELMOND,,,(31) (70) 4455764,info.brabantzuidoost@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.4978617,5.6658926,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Hoeksche Waard,Location Hoeksche Waard,Administrative,1,Branch Office,Ward,3,3262 SH,Julianastraat 11,Julianastraat 11,OUD-BEIJERLAND,OUD-BEIJERLAND,,,(31) (70) 4455765,ehv.hoekschewaard@rodekruis.nl,https://www.rodekruis.nl/zuid-holland-zuid/over-ons/hoeksche-waard/,The Netherlands Red Cross,The Netherlands Red Cross,51.823786,4.4134264,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Hoogeveen,Location Hoogeveen,Administrative,1,Branch Office,Ward,3,9405 CD,Zendmastweg 15,Zendmastweg 15,ASSEN,ASSEN,,,(31) (70) 4455766,evenementenhulp.hoogeveen@rodekruis.nl,http://www.rodekruis.nl/hoogeveen,The Netherlands Red Cross,The Netherlands Red Cross,52.9953638,6.532671,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Horst aan de Maas,Location Horst aan de Maas,Administrative,1,Branch Office,Ward,3,5961 BB,Gebr. van Doornelaan 63,Gebr. van Doornelaan 63,HORST,HORST,,,(31) (70) 4455767,administratie.horstaandemaas@rodekruis.nl,http://www.rodekruis.nl/horst,The Netherlands Red Cross,The Netherlands Red Cross,51.4644941,6.0471667,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Kampen-Zwartewaterland,Location Kampen-Zwartewaterland,Administrative,1,Branch Office,Ward,3,8262 DE,Wilhelminalaan 20,Wilhelminalaan 20,KAMPEN,KAMPEN,,,(31) (70) 4455768,evenementenhulp.ijsselland@rodekruis.nl,http://www.rodekruis.nl/kampen,The Netherlands Red Cross,The Netherlands Red Cross,52.5608703,5.9072775,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Katwijk,Location Katwijk,Administrative,1,Branch Office,Ward,3,2225 TZ,Prins Hendrikkade 12,Prins Hendrikkade 12,KATWIJK ZH,KATWIJK ZH,,,(31) (70) 4455769,info@rodekruiskatwijk.nl,http://www.rodekruiskatwijk.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.2053295,4.4078294,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Kop van Overijssel,Location Kop van Overijssel,Administrative,1,Branch Office,Ward,3,8356 VS,Kanaalweg 4,Kanaalweg 4,BLOKZIJL,BLOKZIJL,,,(31) (70) 4455770,info@rodekruis-kopvanoverijssel.nl,http://www.rodekruis.nl/kop-van-overijssel,The Netherlands Red Cross,The Netherlands Red Cross,52.7234959,5.953345,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Leeuwarden,Location Leeuwarden,Administrative,1,Branch Office,Ward,3,8912 AM,Celsiusweg 39,Celsiusweg 39,LEEUWARDEN,LEEUWARDEN,,,(31) (70) 4455771,helpdeskfriesland@rodekruis.nl,www.rodekruis.nl/fryslan,The Netherlands Red Cross,The Netherlands Red Cross,53.1962311,5.7618149,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Leiden e.o.,Location Leiden e.o.,Administrative,1,Branch Office,Ward,3,2324 BR,Apollolaan 1,Apollolaan 1,LEIDEN,LEIDEN,,,(31) (70) 4455772,evenementenhulp.leiden@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.1395043,4.4751851,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Leidschendam-Voorburg,Location Leidschendam-Voorburg,Administrative,1,Branch Office,Ward,3,2271 CE,Herenstraat 165,Herenstraat 165,VOORBURG,VOORBURG,,,(31) (70) 4455773,info.LV@rodekruis.nl,http://www.rodekruis.nl/leidschendam-voorburg,The Netherlands Red Cross,The Netherlands Red Cross,52.0665359,4.3619171,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Lelystad,Location Lelystad,Administrative,1,Branch Office,Ward,3,8223 EE,Wigstraat 15,Wigstraat 15,LELYSTAD,LELYSTAD,,,(31) (70) 4455774,ssc.flevoland@rodekruis.nl,http://www.rodekruislelystad.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.5232967,5.4941024,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Lingewaard-Overbetuwe,Location Lingewaard-Overbetuwe,Administrative,1,Branch Office,Ward,3,6665 NC,Elster Grindweg 3,Elster Grindweg 3,DRIEL,DRIEL,,,(31) (70) 4455775,evenementenhulp.lingewaardoverbetuwe@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9497665,5.8174031,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Maasduinen,Location Maasduinen,Administrative,1,Branch Office,Ward,3,6598 DL,De Grens 4,De Grens 4,HEIJEN,HEIJEN,,,(31) (70) 4455776,bhoenselaar@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.6639192,5.9943645,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Meierijstad Boxtel Boekel,Location Meierijstad Boxtel Boekel,Administrative,1,Branch Office,Ward,3,5463 HM,Evertsenstraat 9,Evertsenstraat 9,VEGHEL,VEGHEL,,,(31) (70) 4455777,ssc.brabantnoord@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.6078748,5.5467325,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Meppel/Nijeveen,Location Meppel/Nijeveen,Administrative,1,Branch Office,Ward,3,7941 LC,Vledderstraat 3,Vledderstraat 3,MEPPEL,MEPPEL,,,(31) (70) 4455778,webmasterdistrictdrenthe@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.6977114,6.1940004,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Nieuwe Waterweg Noord,Location Nieuwe Waterweg Noord,Administrative,1,Branch Office,Ward,3,3135 GA,Trimpad 4,Trimpad 4,VLAARDINGEN,VLAARDINGEN,,,(31) (70) 4455779,info.nieuwewaterwegnoord@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9225033,4.3634001,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Nijkerk,Location Nijkerk,Administrative,1,Branch Office,Ward,3,3861 VS,Havenstraat 5,Havenstraat 5,NIJKERK,NIJKERK,,,(31) (70) 4455780,info.nijkerk@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.2260765,5.4805658,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Nijmegen e.o.,Location Nijmegen e.o.,Administrative,1,Branch Office,Ward,3,6523 LJ,Gelderselaan 14,Gelderselaan 14,NIJMEGEN,NIJMEGEN,,,(31) (70) 4455781,info.gelderland@rodekruis.nl,www.rodekruis.nl/gelderland/,The Netherlands Red Cross,The Netherlands Red Cross,51.832361,5.8736354,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noord Oost Veluwe,Location Noord Oost Veluwe,Administrative,1,Branch Office,Ward,3,8051 VC,van Galenstraat 40,van Galenstraat 40,HATTEM,HATTEM,,,(31) (70) 4455782,info.nov@rodekruis.nl,http://www.rodekruis.nl/noord-oost-veluwe,The Netherlands Red Cross,The Netherlands Red Cross,52.4727341,6.0641534,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noordenveld,Location Noordenveld,Administrative,1,Branch Office,Ward,3,9301 PG,Hoppad 17,Hoppad 17,RODEN,RODEN,,,(31) (70) 4455783,info@rknoordenveld.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,53.1458523,6.4244369,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noord-Groningen,Location Noord-Groningen,Administrative,1,Branch Office,Ward,3,9621 AN,Hoofdweg 88,Hoofdweg 88,SLOCHTEREN,SLOCHTEREN,,,(31) (70) 4455784,helpdeskgroningen@rodekruis.nl,www.rodekruis.nl/groningen,The Netherlands Red Cross,The Netherlands Red Cross,53.2100766,6.800297,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noordoost-Brabant,Location Noordoost-Brabant,Administrative,1,Branch Office,Ward,3,5345 AA,Kromstraat 45,Kromstraat 45,OSS,OSS,,,(31) (70) 4455785,ssc.brabantnoord@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.7618343,5.514194,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noordoostpolder,Location Noordoostpolder,Administrative,1,Branch Office,Ward,3,8303 HW,Oude Espelerweg 4,Oude Espelerweg 4,Emmeloord,Emmeloord,,,(31) (70) 4455786,ssc.flevoland@rodekruis.nl,http://www.rodekruis.nl/noordoostpolder,The Netherlands Red Cross,The Netherlands Red Cross,52.7232226,5.7439586,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Noord-West Groningen,Location Noord-West Groningen,Administrative,1,Branch Office,Ward,3,9801 HG,Boslaan 10,Boslaan 10,ZUIDHORN,ZUIDHORN,,,(31) (70) 4455787,helpdeskgroningen@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,53.2458531,6.4029419,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Nunspeet e.o.,Location Nunspeet e.o.,Administrative,1,Branch Office,Ward,3,8071 TA,Elburgerweg 11,Elburgerweg 11,NUNSPEET,NUNSPEET,,,(31) (70) 4455788,info.nunspeet@rodekruis.nl,https://afdeling.rodekruis.nl/gelderland/over-ons/nunspeet/,The Netherlands Red Cross,The Netherlands Red Cross,52.3824537,5.7835469,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Oisterwijk,Location Oisterwijk,Administrative,1,Branch Office,Ward,3,5061 HA,Blokshekken 6,Blokshekken 6,OISTERWIJK,OISTERWIJK,,,(31) (70) 4455789,evenementenhulp.districtmwb@rodekruis.nl,https://afdeling.rodekruis.nl/midden-en-west-brabant/,The Netherlands Red Cross,The Netherlands Red Cross,51.5809603,5.1902251,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Oost en Zuidoost-Groningen,Location Oost en Zuidoost-Groningen,Administrative,1,Branch Office,Ward,3,9641 HV,Schippersstraat 30,Schippersstraat 30,VEENDAM,VEENDAM,,,(31) (70) 4455790,helpdeskgroningen@rodekruis.nl,www.rodekruis.nl/groningen,The Netherlands Red Cross,The Netherlands Red Cross,53.1001907,6.8792811,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
